name,category,profile,earths,property,division,area,region,data,akt,edition,archeology,hydrology,hunting,geology,deforest,fishery,agricultur,building,tourism,shape_leng,shape_area,_prop,_prop_2,_region,_square_ga,_category,_type_1,_type_2,photo_url,sequrity,test,Лист8_Field2,Лист8_Field3,Лист8_Field4,Лист8_Field5,Лист8_Field6,name_2
Криволукский бор,памятник природы,комплексный,земли лесного фонда,,,196.975997924805,Ялуторовский,1968/08/22,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №515,"Решение ИК ТО Совета ДТ №515 от 22.08.1968 г., ПП ТО №400-п от 03.10.2012 г., ПП ТО №482-п от 21.11.2012 г., ПП ТО №196-п от 16.04.2021 г.",Разрешено,,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,12120.9667247983,6441080.12297108,Региональный,reg_pam_prir,TYM,"196,98",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/7Lx9tggj/image.jpg,,,Памятник природы,Ялуторовский район,"Орнитофауна: орлан-белохвост, филин, степной лунь, беркут, большой кроншнеп, серый сорокопут, луговой лунь. Растительность: башмачок крапчатый, вероника лекарственная, гнездовка клобучковая и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Криволукский бор
Лебяжье,государственный природный заказник,комплексный,не определена,,"72:17:02 02 002:152, 72:17:02 02 002:148, 72:17:02 02 002:149, 72:17:02 02 002:230, 72:17:02 02 002:229",2786.60009765625,Тюменский,2012/01/23,Постановление Правительства Тюменской области №20-п,"ПП ТО №20-п от 23.01.2012г; ПП ТО №425-п от 15.10.2012г; ПП ТО №482-п от 21.11.2012г; ПП ТО №150-п от 25.03.2021г.",,Запрещено,Запрещено,,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,53876.2242173379,93462211.532505,Региональный,reg_zac,TYM,"2786,60",государственный природный заказник,Непроизводственный,Рекреационные,https://i.postimg.cc/tTczgwLH/image.png,,,государственный природный заказник,Тюменский район,"Орнитофауна: орлан-белохвост.Растительность: прострел желтеющий, любка двулистная.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Лебяжье
Мошкаринский,государственный природный заказник,"комплексный, зоологический",земли сельскохозяйственного назначения,,72.21.2.78,15142.599609375,Ялуторовский,1968/01/24,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №53,ПП ТО №868-п от 29.12.2020 г.,,,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,91821.0153800119,508923395.047152,Региональный,reg_zac,TYM,"15142,60",государственный природный заказник,Производственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/HkmFH8w9/image.jpg,,,государственный природный заказник,Ялуторовский район,"Орнитофауна: глухарь, тетерев, белая куропатка, скопа, большой подорлик и др.Млекопитающие: лось, кабан, куница, барсук, хорь, речной бобр.Растительность: бубенчик лилиелистный, каулиния малая","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Мошкаринский
Озерный,памятник природы,комплексный,земли лесного фонда,,,2822.03002929688,Ярковский,2007/05/17,Постановление Правительства Тюменской области №110-п,,,,Запрещено,Разрешено,Запрещено,Запрещено,Разрешено,Запрещено,Разрешено,55810.138799794,97391721.02354,Региональный,reg_pam_prir,TYM,"2822,03",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/kGTYT2Rw/image.jpg ,,,Памятник природы,Ярковский район,"Орнитофауна: орлан-белохвост.Млекопитающие: кожанок северный, обыкновенная бурозубка.Растительность: кубышка малая, вероника лекарственная, липа сердцевидная, любка двулистная. ","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Озерный
Окуневский,государственный природный заказник,комплексный,не определена,,72.04. 2.47,2227,Бердюжский,1968/01/24,Решение Исполнительного комитета Тюменского областного Совета депутатов трудящихся № 53,"Решение ИК ТО Совета ДТ №53 от 24.01.1968 г.; Решение ИК ТО Совета ДТ № 255 от 15.04.1975 г.; Решение ИК ТО Совета НД №308 от 22.09.1980 г.; Решение ИК ТО Совета Н",,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,36713.0665782746,69664309.5122977,Региональный,reg_zac,TYM,"2227,00",государственный природный заказник,Непроизводственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/k42pwQCq/image.jpg,,,государственный природный заказник,Бердюжский район,"Орнитофауна: кудрявый пеликан, краснозобая казарка, орлан-белохвост, сапсан, кравчка, савка, малая выпь и др.Млекопитающие: большой тушканчик, джунгарский хомячок. ","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Окуневский
Орловский,государственный природный заказник,комплексный,не определена,,,12969.3896484375,Голышмановский,1993/11/24,Решение Администрации Тюменской области №880-р,ПП ТО №53-п от 10.02.2020 г,,,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,111767.958772255,417786238.721413,Региональный,reg_zac,TYM,"12969,39",государственный природный заказник,Производственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/qqnZHpgF/image.jpg,,,государственный природный заказник,Голышмановский район,"Орнитофауна: белая и серая куропатки, тетерев.Млекопитающие: лось, косуля, кабан, куница, барсук, лисица, хорь.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Орловский
Панин бугор,памятник природы,комплексный,земли населенных пунктов,,,459.970001220703,г. Тобольск,1998/05/12,Распоряжение Администрации Тюменской области №301-р,ПП ТО №743-п от 04.12.2020,Разрешено,,,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,34340.3736342203,16484433.9853582,Региональный,reg_pam_prir,TYM,"459,97",Памятник природы,Непроизводственный,Селитебные,https://i.postimg.cc/rpPhdDrb/image.jpg,,,,,,,,Панин бугор
Рафайловский,государственный природный заказник,комплексный,не определена,,,16904.640625,Исетский,1963/07/25,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №293,"ТО №311-п от 09.06.2014г., ПП ТО №52-п от 05.02.2021 г.",,Запрещено,Запрещено,Запрещено,Запрещено,Нет данных,Запрещено,Запрещено,Разрешено,220669.976353153,544410681.202615,Региональный,reg_zac,TYM,"16904,64",государственный природный заказник,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/NF1bPbzq/image.jpg,,,государственный природный заказник,Исетский район,"Орнитофауна: серая и белая куропатка, тетерев, глухарь, серый журавль и др.Млекопитающие: кабан, лось, бобр, барсук, косуля, куница, лисица, заяц-беляк.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Рафайловский
Северный,государственный природный заказник,"комплексный, биологический","земли запаса, земли лесного фонда, земли сельскохозяйственного назначения",,72:15:00 00 002:0008,17563.783203125,Сорокинский,1995/06/29,Решение Губернатора Тюменской области №520-р,"ПП ТО №123-п от 02.04.2018г., ПП ТО №120-п от 12.03.2021г.",,Запрещено,Запрещено,Запрещено,Запрещено,Нет данных,Разрешено,Запрещено,Разрешено,162455.451431495,591615002.597344,Региональный,reg_zac,TYM,"17563,78",государственный природный заказник,Производственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/7Ynm3szS/image.jpg,,,государственный природный заказник,Сорокинский район,"Орнитофауна: турпан, большой кроншнеп, филин, беркут, сапсан, орлан-белохвост, краснозобая казарка, пискулька и др.Млекопитающие: ёж обыкновенный, лось, кабан,косуля, бурый медведь, бобр, американская норка, заяц-беляк, лисица, колонок, барсук и др.Растительность: воронец колосистый, зверобой пушистый, липа сердцевидная, вероника Крылова.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Северный
Сингульский лес,памятник природы,комплексный,земли лесного фонда,,,735.890014648438,Ялуторовский,2000/06/05,Решение Губернатора Тюменской области №560-р,"РГ ТО №560-р от 05.06.2000 г., ПП ТО №194-п от 16.04.2021 г.",Разрешено,Запрещено,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,21783.8839710179,24190691.2656301,Региональный,reg_pam_prir,TYM,"735,89",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/x1VWk2Rx/image.jpg ,,,Памятник природы,Ялуторовский район,"Растительность: вереск обыкновенный, прострел желтеющий, лилия кудреватая и др.Археологический памятник: городище «Сингуль-2».","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Сингульский лес
Система Черноковских озер,памятник природы,гидрологический,земли лесного фонда,,72:05:00 00 002:0065,3585.65307617188,Вагайский,2007/02/20,Постановление Правительства Тюменской области №33-п,"ПП ТО №33-п от 20.02.2007г, ПП ТО №198-п от 31.08.2007г; ПП ТО №132-п от 18.04.2011г; ПП ТО №293-п от 22.07.2013г, ПП ТО №51-п от 05.02.2021г.",,,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,71969.5639055486,123456423.28335,Региональный,reg,,"3472",Памятник природы,,Рекреационные,https://i.postimg.cc/rpMXHkR0/image.jpg ,,,Памятник природы,Вагайский район,"Растительность: кувшинка чисто-белая, нимфейник щитолистный и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Система Черноковских озер
Супринский,государственный природный заказник,"комплексный, зоологический",не определена,,72:05:00 00 002:0066,24585.287109375,Вагайский,1994/06/03,Решение Администрации Тюменской области №488-р,"ПП ТО № 19-п от 26.01.2015г., ПП ТО №151-п от 25.03.2021г.",,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,156472.232624392,881148424.543653,Региональный,reg_zac,TYM,"24585,29",государственный природный заказник,Производственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/hthTXp1D/image.jpg,,,государственный природный заказник,Вагайский район,"Орнитофауна: филин, турпан, большой кроншнеп, орлан-белохвост, сапсан, беркут, малая выпь и др.Млекопитающие: еж обыкновенный, северный олень, лось, бурый медведь. Растительность: пальчатокоренник Траунштейнера, вероника седая, липа сердцевидная, липарис Лёзеля.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Супринский
Таволжанский,государственный природный заказник,"комплексный, биологический",не определена,,,1070.98999023438,Сладковский,1994/01/28,Решение Администрации Тюменской области №84-р,"Постановление Правительства Тюменской области от 02.04.2018 № 125-п; Постановление Правительства Тюменской области от 18.11.2019 № 421-п",,,Запрещено,,Запрещено,,Запрещено,,Разрешено,28678.1642911081,33004944.5018662,Региональный,reg_zac,TYM,"1070,99",государственный природный заказник,Производственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/XXSmrpT3/image.jpg,,,государственный природный заказник,Сладковский район,"Орнитофауна: серая и белая куропатки, тетерев, савка, ходулочник и др.Млекопитающие: кабан, лось, косуля, куница, барсук, лисица, хорь.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Таволжанский
Таволжанский,охранная зона,"комплексный, зоологический",не определена,,,,Сладковский,1994/01/28,Решение Администрации Тюменской области №84-р,Постановление Правительства Тюменской области №125-п от 02.04.2018г.,,,Запрещено,,Запрещено,,Запрещено,,Разрешено,57886.563283076,2523476.38499709,Региональный,reg_zac,TYM,"1070,99",государственный природный заказник,Производственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/XXSmrpT3/image.jpg,,,государственный природный заказник,Сладковский район,"Орнитофауна: серая и белая куропатки, тетерев, савка, ходулочник и др.Млекопитающие: кабан, лось, косуля, куница, барсук, лисица, хорь.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Таволжанский
Таповский,государственный природный заказник,"комплексный, зоологический",земли лесного фонда,,72:22:00 00 002:0041,45261.19140625,"Ярковский, Юргинский",1963/07/25,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №293,"Решение ИК ТО Совета ДТ №293 от 25.07.1963г, ПП ТО №15-п от 22.01.2021г.",Разрешено,,Запрещено,Запрещено,Запрещено,Нет данных,Запрещено,Запрещено,Разрешено,213078.327682328,1532958368.89637,Региональный,reg_zac,TYM,"45261,19",государственный природный заказник,Производственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/jSXqrb7C/image.jpg,,,государственный природный заказник,"Юргинский, Ярковский районы","Орнитофауна: дуговой лунь, филин, скопа, орлан-белохвост, беркут.Растительность: венерин башмачок крапчатый, липа сердцевидная.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Таповский
Тукузский,государственный природный заказник,"комплексный, зоологический",земли лесного фонда,,72.05.2.72,45735.62109375,Вагайский,1963/07/25,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №293,"Решение ИК ТО Совета НД №308 от 22.09.1980г; Решение ИК ТО Совета НД №92 от 25.03.1985г; РА ТО №488-р от 03.06.1994г; ПП ТО № 19-п от 26.01.2015; ПП ТО №151-п от 25.03.2021",,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,244788.016272009,1574064940.09721,Региональный,reg_zac,TYM,"45735,62",государственный природный заказник,Непроизводственный,Заповедные,https://i.postimg.cc/k5gJJpQs/image.jpg,,,государственный природный заказник,Вагайский район,"Орнитофауна: филин, турпан, большой кроншнеп, черный аист, скопа, беркут, орлан-белохвост, кречет, сапсан и др.Млекопитающие: еж обыкновенный, бобр.Растительность: пальчатокоренник Траунштейнера, вероника седая, липа сердцевидная, липарис Лёзеля. ","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Тукузский
Упоровский,государственный природный заказник,"комплексный, зоологический",земли лесного фонда,,72.19.2.10,6593,Упоровский,1996/12/30,Решение Администрации Тюменской области №891-р,"РГ ТО №355-р от 13.06.2001;  ПП ТО №373-п от 19.06.2020",,Запрещено,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,71264.9103937301,212526625.284417,Региональный,reg_zac,TYM,"6593,00",государственный природный заказник,Непроизводственный,Рекреационные,https://i.postimg.cc/c1nsLYnp/image.jpg,,,государственный природный заказник,Упоровский район,"Орнитофауна: глухарь, белая куропатка, тетерев.Млекопитающие: лось, косуля, кабан, куница, барсук, хорь.Растительность: гнездоцветка клобучковая, наперстянка крупноцветковая","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Упоровский
Южаковский,памятник природы,комплексный,"земли населенных пунктов, земли сельскохозяйственного назначения",,,3833.580078125,Ярковский,2006/11/29,Постановление Правительства Тюменской области №279-п,"ТО №279-п от 29.11.2006 г., ПП ТО №177-п от 30.07.2007 г., ПП ТО №132-п от 18.04.2011 г., ПП ТО №441-п от 22.10.2012 г., ПП ТО №59-п от 21.02.2013 г., ПП ТО №890-п от 29.12.2020 г.",,Запрещено,,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,51457.7559692698,131565458.28712,Региональный,reg_pam_prir,TYM,"3833,58",Памятник природы,Производственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/V6vv0MRF/image.jpg ,,,Памятник природы,Ярковский район,"Орнитофауна: воробьиный сычик, полевой лунь, сибирский углозуб, двуцветный кожан и др.Млекопитающие: обыкновенный еж.Ихтиофауна: сибирский осетр, нельма и др.Растительность:  липа сердцелистная, лилия кудреватая, ирис сибирский и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Южаковский
Южный,государственный природный заказник,"комплексный, зоологический",земли лесного фонда,,72:04:00 00 002:0045,5685.337890625,Бердюжский,1998/08/20,Решение Губернатора Тюменской области №640-р,"Решение Губернатора ТО №640-р от 20.08.1998г., ПП ТО №132-п от 19.03.2021г.",,,Запрещено,Запрещено,Запрещено,Нет данных,Запрещено,Запрещено,Разрешено,55532.8027315294,177098929.562452,Региональный,reg_zac,TYM,"5685,34",государственный природный заказник,Производственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/jSZTF4p7/image.jpg,,,государственный природный заказник,Бердюжский муниципальный район,"Орнитофауна: кудрявый пеликан, большая белая цапля, малая выпь, лебедь-шипун, степной орел, орлан-белохвост, большой подорлик, серый сорокопут и др.Млекопитающие: заяц-русак, большой тушканчик, корсак, лось, косуля, кабан, куница, барсук, хорь, лисица и др.Растительность: кувшинка чисто-белая, адонис весенний, ковыль перистый.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Южный
Абалакский природно-исторический комплекс,государственный природный заказник,комплексный,"земли лесного фонда, земли сельскохозяйственного назначения",,,88130.5,Тобольский,2006/09/11,Постановление Правительства Тюменской области №206-п,"ПП ТО №223-п от 11.09.2007г; ПП ТО №259-п от 24.08.2009г; ПП ТО №59-п от 21.02.2013",,,Запрещено,Разрешено,Запрещено,Разрешено,Разрешено,Запрещено,Разрешено,326681.105976871,3149181154.34641,Региональный,reg_zac,TYM,"88173,14",государственный природный заказник,Непроизводственный,Рекреационные,https://i.postimg.cc/zfVsPZws/image.jpg,,,государственный природный заказник,Тобольский муниципальный район,"Орнитофауна: обыкновенный осоед, полевой лунь, коростель, большой подорлик, орлан-белохвост, стерх и др.Ихтиофауна: тихоокеанская минога, сибирская минога, сибирский осетр, нельма, стерлядь.Растительность: липа сердцелистная, лилия саранка, ирис сибирский, башмачок крапчатый, башмачок настоящий, фегоптерис связывающий, волчник обыкновенный и др.Объекты историко-культурного наследия.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области;Департамент лесного комплекса Тюменской области",,Абалакский природно-исторический комплекс
Бочанка,памятник природы,комплексный,земли лесного фонда,,,2250,Ялуторовский,2000/06/05,Решение Губернатора Тюменской области №560-р,"РГ ТО №560-р от 05.06.2000 г., ПП ТО №194-п от 16.04.2021 г.",Разрешено,Запрещено,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,42497.5697920282,74871654.6645468,Региональный,reg_pam_prir,TYM,"2250,00",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/BbGR68W3/image.jpg,,,Памятник природы,Ялуторовский район,"Растительность: мякотница однолистная, зверобой пушистый, башмачок крапчатый, гнездоцветка клобучковая и др. Млекопитающие: кабан, лось, косуля, рябчик.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Бочанка
Областной полигон экологического мониторинга,экологический полигон,,земли лесного фонда,,,3695,Нижнетавдинский,2000/09/19,Решение Губернатора Тюменской области №970-р,"ПП ТО №230-п от 29.04.2014 г., ПП ТО №663-п от 26.10.2020 г.",,Запрещено,Разрешено,,Разрешено,Запрещено,Запрещено,Запрещено,Запрещено,60550.6454578377,129332664.56626,Региональный,reg_poligon,TYM,"3695,00",Полигон экологического мониторинга,Непроизводственный,Заповедные,https://i.postimg.cc/mrNCyQ7f/image.jpg ,,,,,,,,Областной полигон экологического мониторинга
Падунский,памятник природы,комплексный,земли населенных пунктов,,,534.72998046875,Заводоуковский,2012/05/28,Постановление Правительства Тюменской области №200-п,"ПП ТО №200-п от 28.05.2012г; ПП ТО №425-п от 15.10.2012г; ПП ТО №482-п от 21.11.2012г",,Запрещено,,,Запрещено,,Запрещено,Запрещено,Разрешено,26291.9716819949,17516327.0970556,Региональный,reg_pam_prir,TYM,"534,73",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/WpwvMtDR/image.jpg ,,,Памятник природы,Заводоуковский городской округ,"Орнитофауна: обыкновенная горлица, большой кроншнеп, серая неясыть, дубровник. Млекопитающие: еж обыкновенный, лисица обыкновенная, куница, ласка, горностай, колонок, заяц-беляк и др. Растительность: липа сердцевидная, пальчатокоренник Траунштейнера, зверобой изящный, очиток живучий, вероника Крылова, скрученноостник Шелля, ковыль перистый.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Падунский
Ново-Таповский,государственный природный заказник,комплексный,не определена,,72.20.2.33,8319.1103515625,Юргинский,1963/07/25,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №293,"ПА ТО №73-пк от 29.07.2004г, ПА ТО №149-пк от 22.11.2004г, ПП ТО №316-п от 11.11.2009г, ПП ТО №132-п от 18.04.2011г, ПП ТО №426-п от 15.10.2012г, ПП ТО №59-п от 21.02.2013г, ПП ТО №632-",,Запрещено,Запрещено,,Запрещено,Разрешено,Запрещено,Запрещено,Разрешено,191333.376434976,280861380.741291,Региональный,reg_zac,TYM,"8319,11",государственный природный заказник,Непроизводственный,Рекреационные,https://i.postimg.cc/c4hPx4Fq/image.jpg,,,государственный природный заказник,Юргинский район,"Орнитофауна: орлан-белохвост, кречет, сапсан, большой кроншнеп.Млекопитающие: бурозубка, горностай, колонок, ласка, лисица, лось, речной бобр, заяц-беляк, бурый медведь и др. Растительность: венерин башмачок крапчатый, венерин башмачок настоящий, липа сердцевидная","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Ново-Таповский
Баяновский,памятник природы,комплексный,земли лесного фонда,,,466,Тюменский,2018/07/09,Постановление Правительства Тюменской области №257-п,"Постановление Правительства Тюменской области от 09.07.2018 № 257-п; Постановление Правительства Тюменской области от 04.10.2019 № 350-п",,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,16730.0034991399,15617363.0493195,Региональный,reg_pam_prir,TYM,"466,00",Памятник природы,Производственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/x1F7mprt/image.jpg,,,Памятник природы,Тюменский район,"Орнитофауна: обыкновенный осоед.Млекопитающие: еж обыкновенный, бурозубка, заяц-беляк, лисица, куница, горностай, ласка, барсук и др.Растительность: гроздовник виргинский, башмачок настоящий, надбородник безлистный, дремлик темно-красный, гнездоцветка клобучковая и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Баяновский
Крюковское,памятник природы,комплексный,"земли лесного фонда, земли водного фонда, земли сельскохозяйственного назначения",,,690.619995117188,Вагайский,2018/07/20,Постановление Правительства Тюменской области №280-п,"ПП ТО №280-п от 20.07.2018г, ПП ТО №53-п от 05.02.2021г.",Разрешено,Нет данных,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,23289.3422219153,23379163.0715684,Региональный,reg_pam_prir,TYM,"690,62",Памятник природы,Производственный,Смешанные,https://i.postimg.cc/RhRpZXQ1/image.jpg,,,Памятник природы,Вагайский муниципальный район,"Растительность: дифазиаструм сплюснутый, плаун годичный и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Крюковское
Старопогостовский бугор,памятник природы,комплексный,земли лесного фонда,Региональная,,18,Вагайский район,2019/07/10,Постановление Правительства Тюменской области №227-п,Постановление Правительства Тюменской области №227-п  от 10.07.2019г,Разрешено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,3260.95483298924,569389.816648718,Региональный,reg,,"18",Памятник природы,,,https://i.postimg.cc/rs32ZR5M/image.jpg ,,,Памятник природы,Вагайский район,"Растительность: башмачок крупноцветковый, липа сердцевидная.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Старопогостовский бугор
Ембаево,памятник природы,комплексный,земли лесного фонда,,72:17:07 07 001:0088,68.3730010986328,Тюменский,2000/03/31,Решение Губернатора Тюменской области №297-р,"ПП ТО №120-п от 19.04.2013; ПП ТО №244-п от 24.04.2020",Разрешено,Запрещено,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,7557.42851428241,2447448.33698173,Региональный,reg_pam_prir,TYM,"68,37",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/VNnRNKzS/image.jpg,,,Памятник природы,Тюменский район,"Млекопитающие: заяц-беляк, бурозубка.Является элементом ландшафтного разнообразия - сосняком естественного происхождения в условиях повышенной антропогенной нагрузки.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Ембаево
Урочище Орлы,памятник природы,комплексный,земли лесного фонда,,,42.25,Нижнетавдинский,1999/12/31,Решение Губернатора Тюменской области №1325-р,"РГ ТО №1325-р от 31.12.1999; ПП ТО №295-п от 15.05.2020",,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,7005.75248726922,1465114.51450334,Региональный,reg_pam_prir,TYM,"42,25",Памятник природы,Непроизводственный,Заповедные,https://i.postimg.cc/brY7wH9z/image.jpg ,,,Памятник природы,Нижнетавдинский район,Растительность: липа сердцелистная.,"Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Урочище Орлы
Болото Рямовое,памятник природы,гидрологический,"земли лесного фонда, земли особо охраняемых территорий и объектов",,72:13:02 09 001:2,2278.12524414062,Омутинский,2005/04/28,Постановление Правительства Тюменской области №13-п,"ПП ТО №13-п от 28.04.2005; ПП ТО №80-п от 04.04.2006; ПП ТО №178-п от 30.07.2007; ПП ТО №352-п от 07.12.2009; ПП ТО №132-п от 18.04.2011; ПП ТО №388-п от 25.09.2012; ПП ТО №76-п от 04.03.2013",,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Запрещено,Разрешено,37236.0517031213,76900951.6769315,Региональный,reg_pam_prir,TYM,"2278,13",Памятник природы,Производственный,ООПТ с сельскохозяйственной деятельностью,,,,Памятник природы,Омутинский район,"Растительность: прострел желтеющий, первоцвет длиннострелковыйи др.Озерно-болотная система памятника природы является истоком р. Вагай.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Болото Рямовое
Новозаимский парк,памятник природы,комплексный,земли сельскохозяйственного назначения,,72:08:10 05 001:0728,58.5043983459473,Заводоуковский,2006/06/26,Постановление Правительства Тюменской области №156-п,"ПП ТО №156-п от 26.06.2006; ПП ТО №44-п от 24.02.2009; ПП ТО №132-п от 18.04.2011; ПП ТО №388-п от 25.09.2012; ПП ТО №76-п от 04.03.2013; ПП ТО №377-п от 19.06.2020",,,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,6008.81305332181,1912432.92031604,Региональный,reg_pam_prir,TYM,"8,50",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/kX2W4Tcn/image.jpg,,,,,,,,Новозаимский парк
